Date,User_ID,Location,Application_Type,Signal_Strength,Latency,User_Satisfaction,Download_Speed,Upload_Speed,Resource_Allocation
2021-03-21 03:08:49,A11SK2MG,"Chicago, IL",Visioconférence,-52.10628463295714,57.48195000398165,4.0,326.5204549346887,606.6011438091381,55.64284330898836
2021-12-29 18:48:05,KFP39J87,"Chicago, IL",Streaming Vidéo,-51.63654974344499,91.4423764823992,4.0,741.2655440589776,393.75764288480536,57.33099590271239
2021-01-08 16:27:10,6KDEX0CE,"San Diego, CA",Visioconférence,-81.43471696321672,158.68980717304348,3.0,492.12032944903257,,89.47263903395995
2022-06-10 21:43:16,EI7W00GI,"Chicago, IL",Navigation Web,-30.48944307215291,157.17356510528683,4.0,859.7325608184306,462.65697287670883,65.9111505218024
2021-01-08 02:48:24,C6LZRA6B,"San Antonio, TX",Navigation Web,-90.54014431891707,139.72026567972554,,579.219561948312,72.81817861127665,50.28317442467177
2022-08-16 15:08:18,TGJTVO7S,"San Antonio, TX",Jeux en Ligne,-105.31464346838912,266.53250541024727,1.0,505.59221385402816,13.365826538367266,65.98244441472502
2019-04-09 04:07:28,MZ1ZLTWK,,Visioconférence,-59.52990463383863,42.643446399838126,5.0,912.1000952315358,277.1513309352961,97.46924561616544
2022-11-27 05:35:37,J4OBHVPZ,"Dallas, TX",Jeux en Ligne,-60.372639972591074,84.73109702894142,3.0,632.1155985476769,285.37179019277045,77.90757032033441
2022-08-09 17:25:09,L468JJRE,"San Antonio, TX",Navigation Web,-52.51465742927505,112.29612737100523,,461.22132001819443,175.17061161099556,44.29922201443392
2023-08-02 02:55:04,EGF96UNY,"San Jose, CA",Jeux en Ligne,-58.324413914709645,71.80345387404715,4.0,456.75865375633964,338.40187205913765,62.20402553701992
2019-03-11 09:04:54,DGJ2FNPS,"Houston, TX",Téléchargement de Fichiers,-115.06897868328798,134.28483161663019,3.0,114.39430741412474,247.1363458326848,47.86151599924879
2019-12-03 13:52:10,HTW17YO2,"Dallas, TX",Réseaux Sociaux,-55.81283398372834,103.9320221002674,,748.6867441381607,325.79804734971674,55.16224796282793
2022-01-22 15:55:49,KW3VL05Y,"Houston, TX",Visioconférence,-101.6624972723196,173.53513847773,2.0,236.4221070931806,266.8784082728093,67.51715815612405
2019-11-17 10:25:50,TRB034BC,,Navigation Web,-98.91579309712351,150.00171959119334,3.0,599.859505865024,114.15729992948205,54.64668191793592
2022-09-01 07:22:11,YD1P76G4,"Dallas, TX",Visioconférence,-30.69426741334344,69.22744002991281,5.0,595.7082500942464,509.93707640736625,77.16715000478519
2022-06-17 04:42:00,G7T4VMYD,"Philadelphia, PA",Réseaux Sociaux,-41.1825431901314,51.466714512596084,5.0,875.7008981604785,489.44215761698894,42.75619211784399
2021-11-10 11:23:53,71ASK6CH,"Dallas, TX",Streaming Vidéo,-47.68524209049829,46.53229034376057,5.0,751.4621818080299,372.54941928113453,72.12487053000774
2023-03-11 18:47:59,BZX0R0VC,"New York, NY",Navigation Web,-31.141312976923132,39.19043887100176,5.0,907.2574112028288,190.6150271890562,29.893818320021225
2019-09-04 03:29:43,POFE5QYB,"Houston, TX",Streaming Musical,-101.99975989847535,105.24848378445353,5.0,556.5755139769908,296.7816980154297,43.01582489005989
2019-09-19 07:28:50,UP9A37BA,"Philadelphia, PA",Navigation Web,-42.3903526713497,74.54437706775286,,604.2360958655751,436.6843418111825,62.783695911459375
2023-11-11 03:24:56,8SNXVD4F,"San Jose, CA",Jeux en Ligne,-34.037690080026124,116.81905557099589,4.0,776.715598263885,495.9986960538365,81.27344252503602
2019-03-06 08:45:09,YOGHH5O6,"San Diego, CA",Jeux en Ligne,-44.29888951017537,131.24263649109565,2.0,,246.2995009421299,58.017957837171394
2022-11-09 16:35:58,FT9FLXL3,"Houston, TX",Streaming Vidéo,-34.77443318047264,49.23691394127274,5.0,969.9145507998389,342.5677844340942,91.09676636109194
2021-01-22 12:52:27,40L88YXX,"New York, NY",Navigation Web,-53.345988180586346,129.91814854366987,,525.2901963894541,220.419619682182,46.45135635196391
2023-10-04 13:19:54,66RR9ZIC,"Phoenix, AZ",Visioconférence,-37.63048343087324,112.73548808178865,4.0,604.6399837643377,275.3151711112548,78.14924709683753
2021-08-22 05:14:33,Q7FGDIYU,"Chicago, IL",Jeux en Ligne,-37.81941758689639,142.1389406499354,4.0,696.4488337701201,321.03703031118016,77.29751376523069
2019-10-06 10:55:57,ML3RU03G,"Phoenix, AZ",Réseaux Sociaux,-69.88609622399437,103.01118439739845,5.0,474.0489475946724,424.5110309202293,57.87472884685648
2022-07-29 10:06:42,B26J71IT,"Chicago, IL",Streaming Musical,-111.37032607343625,227.53727371566677,3.0,486.4330107896003,233.89441926468425,66.60251676987754
2019-06-25 08:12:57,QTJ4VRDG,"Philadelphia, PA",Streaming Vidéo,-101.78481540564945,173.20136109792654,1.0,345.5290489933504,167.29468151389602,66.4347769074611
,DDE0SW8T,"New York, NY",Téléchargement de Fichiers,-86.88589461896132,251.3254794697861,3.0,657.2409219090505,290.2436280492278,77.9518923920795
2020-08-24 10:16:48,0UJO3HIQ,"Dallas, TX",Visioconférence,-36.26081985173607,148.3758396438783,3.0,427.45192578085386,295.6497952247964,73.19560832318246
2022-06-11 18:42:09,YKJ7PXNB,"Chicago, IL",Réseaux Sociaux,-44.62185511902791,69.39691866513294,4.0,358.8018279579799,225.63368357265642,61.6396664219507
2021-04-01 06:37:57,E1QNSHY1,"Phoenix, AZ",Téléchargement de Fichiers,-69.33779685355105,181.91872542980258,2.0,353.6354271491542,180.670948024405,69.10009497561464
2022-12-10 07:00:20,7J22UNU8,"Dallas, TX",Navigation Web,-74.48320094634877,171.1608566453973,1.0,314.06875962559496,,
2019-11-06 09:30:35,OAZ72VZ3,"Chicago, IL",Streaming Musical,-88.3915604239231,245.15710596594167,3.0,449.5452475156388,308.5123097403734,77.61764958586029
2022-02-21 13:51:42,2OGZKYOU,"Los Angeles, CA",Visioconférence,-59.96656600989846,87.57182851776298,5.0,797.1939912335356,222.0555357362907,81.55306685426079
2020-11-28 05:52:03,49GWJZ8E,"Dallas, TX",Streaming Vidéo,-105.87787611211073,203.88913097392447,1.0,485.9282106121102,169.75893855132978,50.7034545053536
2022-11-23 04:11:37,1Y7PVMTB,"Phoenix, AZ",Visioconférence,-101.05419351196626,230.5922992862489,1.0,581.2074576489165,136.65115582842003,79.6078158304109
2022-05-25 07:47:36,2A9UYZNF,"New York, NY",Réseaux Sociaux,-109.57870633182056,170.4710083829624,4.0,586.8250893052569,85.52630567509375,64.25152762704857
2022-02-18 07:02:53,I0A4BX5I,"Houston, TX",Streaming Musical,,96.27121486720097,4.0,570.5166868071935,202.64314538751097,45.23307303031218
2021-04-05 14:42:32,SL29JP9N,"Los Angeles, CA",Streaming Musical,-31.921589814417274,50.31072805766024,5.0,619.0986045914207,523.5279914880208,49.3968335961454
2023-06-17 02:18:21,Q7W5SCNG,"New York, NY",Téléchargement de Fichiers,-91.05409326983224,126.93992640760253,4.0,457.89476746416796,167.84175225752372,54.08829959004697
2022-02-22 21:10:19,X15B9OYR,"Houston, TX",Streaming Vidéo,-106.43544726669407,220.68615048990372,1.0,213.5405539067522,64.47944237435904,53.144597271634666
2023-10-05 13:19:38,RK6MHB4R,"Phoenix, AZ",Streaming Vidéo,-36.01959809818648,38.31799386972615,5.0,727.3995666041694,414.07732294078914,78.61452724923936
2021-01-12 22:44:55,14TBVKDD,"San Jose, CA",Navigation Web,-69.5113357295424,168.40550919477144,,150.10184097726255,213.81684256961324,47.031153133813554
2023-07-02 20:22:18,22SCRT33,"Chicago, IL",Visioconférence,-66.3344435946656,197.70013703581398,3.0,786.2987022830313,425.6946215990268,59.8498484092938
2020-02-02 02:56:10,OJZM432R,"New York, NY",Navigation Web,-62.93986258925668,213.52531681301332,,552.6959278787056,357.03287063690857,47.5729668653747
2021-12-27 03:22:36,V9K97W72,"San Antonio, TX",Téléchargement de Fichiers,-71.31113444585019,,4.0,252.22589664934077,396.70064490716464,68.05859852955214
2023-09-07 19:47:40,VV9ONPXG,"San Diego, CA",Visioconférence,-58.96020085540823,129.1310375286762,3.0,697.8166618574991,432.6014489151397,59.06783187646173
2023-05-30 18:22:00,RJTGAE8J,"New York, NY",Navigation Web,-96.86656190777705,196.4089270918373,2.0,516.2733349826233,144.15408552476393,29.343007271649004
2019-02-12 09:05:01,N8VQJ7Y9,"Chicago, IL",Jeux en Ligne,-106.63614870148002,229.3754011651217,1.0,240.5821302910112,51.50332134423856,66.38579278585144
2022-12-03 06:33:06,41MT97V9,"Houston, TX",Réseaux Sociaux,-30.849310969497125,-7.1598834027494185,1.0,,353.855564624715,66.78994268255389
2023-10-15 10:30:04,8UEDKO1J,"New York, NY",Streaming Musical,-72.80516589057623,121.38605366063894,4.0,785.4137201843599,446.284313374674,30.84554783286811
2023-11-12 21:37:15,T5BQZTQZ,"Los Angeles, CA",Streaming Vidéo,-107.37417746025606,258.9191935537678,2.0,375.83357332913636,187.8948040630685,76.43540409443332
2022-05-13 08:46:53,ZY4810ZQ,"Chicago, IL",Visioconférence,104.45988631865528,196.33950105400115,1.0,293.11839488578175,100.27702517020526,63.76391883977128
2023-05-25 20:16:47,HEYCNN4F,"San Antonio, TX",Réseaux Sociaux,-95.30039039438915,254.88159146561478,1.0,248.12519454101425,165.45285504255406,26.358403297151106
2019-03-27 19:07:08,TURG1NND,"San Diego, CA",Streaming Vidéo,-55.03045488926983,48.67517875001329,5.0,953.9297732706519,429.0112891754356,70.80625323656008
2023-10-30 21:49:08,HDVNRPDG,"Dallas, TX",Streaming Vidéo,-58.89733419487533,60.531467060779065,5.0,500.9628394253803,388.493429023674,56.32149114423978
2020-07-30 23:20:38,YJJL1XW0,"Philadelphia, PA",Streaming Musical,-73.68938499221456,181.2976549975969,2.0,408.31592219766185,204.158787599308,49.32228472281777
2021-02-01 09:46:55,OK96BUG6,"San Antonio, TX",Jeux en Ligne,-37.36842362017754,91.69817679825985,4.0,948.8068073998927,365.49865876858274,50.38637901500447
2021-03-10 05:41:52,7KZO1XY9,"San Antonio, TX",Jeux en Ligne,-44.94048611241489,28.517443357249746,5.0,675.7228734638516,202.09462899153021,96.77834264341561
2022-04-10 03:50:35,G1LYKJ3J,"Dallas, TX",Streaming Vidéo,-106.60078788393074,256.57954502338094,3.0,492.76074124508705,112.65945404631503,60.821401540437456
2023-10-26 15:34:52,4T37JV0K,"Chicago, IL",Réseaux Sociaux,-114.83122744783768,261.41864657783725,2.0,138.65098952894806,200.64258791279332,67.14495685476572
2020-03-21 06:13:21,E0EKOUEN,"New York, NY",Streaming Vidéo,-74.0464638576623,156.98135370667237,2.0,735.8953173704011,371.9993992053882,60.01212406421977
2019-05-14 00:42:59,KZH1DPF9,"Chicago, IL",Téléchargement de Fichiers,-31.188488240618156,144.56608380555792,4.0,574.2493562314671,136.06566390043952,44.97092869354032
2020-06-27 18:30:20,QYLDBTPR,"San Antonio, TX",Jeux en Ligne,-108.64293269228256,259.2136773598541,1.0,463.0013174825664,101.98575883458719,59.68205614992555
2023-06-19 13:56:45,LWMA0DPT,"Phoenix, AZ",Téléchargement de Fichiers,-66.80501280193164,113.59657755822829,4.0,468.2035309511026,211.34147450759738,71.83708933627672
2019-07-20 02:59:17,ZJDD83RX,"San Diego, CA",Réseaux Sociaux,-58.34655563116507,,1.0,513.6772595706879,272.40080711957677,12.95543198736825
2023-04-28 13:59:42,MCQSVZ0X,"San Diego, CA",Réseaux Sociaux,-55.258762587633484,54.262126527151665,5.0,795.4066915501174,293.2596156114315,45.21855876955213
2022-11-06 10:06:22,WDGRRMB1,"San Diego, CA",Réseaux Sociaux,-76.51406193270128,120.75518742924419,2.0,350.316556430263,156.92642811447882,35.429064322619965
2019-01-15 03:40:50,OLO4VBMH,"Philadelphia, PA",Jeux en Ligne,-115.48604470798618,311.8450207379824,1.0,442.870554973687,131.9636183704674,58.595249646953405
2021-11-26 15:52:23,2UKRRRPE,"Philadelphia, PA",,-47.03307071319459,73.32871965186413,5.0,420.61394383479615,398.5902441576834,55.3302970923868
2022-03-19 09:45:07,ACYRAIL9,"Phoenix, AZ",Jeux en Ligne,-34.65191521154044,164.98526596355848,3.0,706.6271490396966,249.26573683444758,81.07991576053693
2019-06-05 10:35:53,XCD09DR2,"New York, NY",Réseaux Sociaux,,,,678.9553002080789,207.85107414320268,56.267331531947484
2021-02-21 08:47:46,N9G7KQIV,"Chicago, IL",Visioconférence,-103.75852406890644,161.04063673463781,2.0,525.1610912982802,25.968364987358356,64.46307852570851
2023-11-11 18:31:30,6DZWLUX7,"San Diego, CA",Visioconférence,-41.70512177504946,143.23018233429102,2.0,616.4307334855201,340.91397611630566,54.030269379718526
2023-09-20 11:12:53,7R19DXWB,"Chicago, IL",Navigation Web,-103.79333180238396,180.38390928662204,,322.18363095718985,296.8986737844462,45.1353906950296
2020-04-22 04:54:04,U2QOO0TO,"Chicago, IL",Visioconférence,-55.89466978250309,90.73424063070868,4.0,631.4096777997378,213.4543060864889,87.02628851275065
2022-10-23 21:41:58,OYGDYH78,"San Antonio, TX",Visioconférence,-113.13181912077741,218.2690420063064,2.0,404.2522564894059,190.19025828299405,64.70141862338279
2021-04-21 09:37:35,36BRA3C7,"Houston, TX",Streaming Musical,-118.03047594706321,278.0721021699311,,65.62852522676283,205.47232597130585,64.42968932200333
2022-11-25 10:02:40,4U0Z0W7H,"Phoenix, AZ",Streaming Musical,-67.70140396541575,99.73561904154035,4.0,581.8185952441305,244.72935277253166,49.01094787504418
2021-04-01 22:20:54,U2421D6H,"New York, NY",Streaming Vidéo,-115.93512598266709,,3.0,603.0230037150209,72.21798063190496,86.5059642887382
2020-01-31 22:41:53,UY1JRSWN,"Dallas, TX",Jeux en Ligne,-101.55098993990566,260.3814695206487,2.0,676.111272180013,142.38352139623575,63.82220648387557
2020-08-22 12:07:18,SR8WL8SG,"Chicago, IL",Streaming Musical,-90.57897917728056,155.14917210467468,3.0,174.13220328371565,261.7658940363401,76.86686698183166
